A,Count(A),Event,P(B|A)
LLRRRRLRRR,0,L|LLRRRRLRRR,0.0
LLRRRRLRRR,0,R|LLRRRRLRRR,0.0
LLRRRRRLLL,0,L|LLRRRRRLLL,0.0
LLRRRRRLLL,0,R|LLRRRRRLLL,0.0
LLRRRRRLLR,0,L|LLRRRRRLLR,0.0
LLRRRRRLLR,0,R|LLRRRRRLLR,0.0
LLRRRRRLRL,0,L|LLRRRRRLRL,0.0
LLRRRRRLRL,0,R|LLRRRRRLRL,0.0
LLRRRRRLRR,0,L|LLRRRRRLRR,0.0
LLRRRRRLRR,0,R|LLRRRRRLRR,0.0
LLRRRRRRLL,0,L|LLRRRRRRLL,0.0
LLRRRRRRLL,0,R|LLRRRRRRLL,0.0
LLRRRRRRLR,0,L|LLRRRRRRLR,0.0
LLRRRRRRLR,0,R|LLRRRRRRLR,0.0
LLRRRRRRRL,0,L|LLRRRRRRRL,0.0
LLRRRRRRRL,0,R|LLRRRRRRRL,0.0
LLRRRRRRRR,0,L|LLRRRRRRRR,0.0
LLRRRRRRRR,0,R|LLRRRRRRRR,0.0
LRLLLLLLLL,1,L|LRLLLLLLLL,1.0
LRLLLLLLLL,1,R|LRLLLLLLLL,0.0
LRLLLLLLLR,0,L|LRLLLLLLLR,0.0
LRLLLLLLLR,0,R|LRLLLLLLLR,0.0
LRLLLLLLRL,0,L|LRLLLLLLRL,0.0
LRLLLLLLRL,0,R|LRLLLLLLRL,0.0
LRLLLLLLRR,0,L|LRLLLLLLRR,0.0
LRLLLLLLRR,0,R|LRLLLLLLRR,0.0
LRLLLLLRLL,0,L|LRLLLLLRLL,0.0
LRLLLLLRLL,0,R|LRLLLLLRLL,0.0
LRLLLLLRLR,0,L|LRLLLLLRLR,0.0
LRLLLLLRLR,0,R|LRLLLLLRLR,0.0
LRLLLLLRRL,0,L|LRLLLLLRRL,0.0
LRLLLLLRRL,0,R|LRLLLLLRRL,0.0
LRLLLLLRRR,0,L|LRLLLLLRRR,0.0
LRLLLLLRRR,0,R|LRLLLLLRRR,0.0
LRLLLLRLLL,0,L|LRLLLLRLLL,0.0
LRLLLLRLLL,0,R|LRLLLLRLLL,0.0
LRLLLLRLLR,0,L|LRLLLLRLLR,0.0
LRLLLLRLLR,0,R|LRLLLLRLLR,0.0
LRLLLLRLRL,0,L|LRLLLLRLRL,0.0
LRLLLLRLRL,0,R|LRLLLLRLRL,0.0
LRLLLLRLRR,0,L|LRLLLLRLRR,0.0
LRLLLLRLRR,0,R|LRLLLLRLRR,0.0
LRLLLLRRLL,0,L|LRLLLLRRLL,0.0
LRLLLLRRLL,0,R|LRLLLLRRLL,0.0
LRLLLLRRLR,0,L|LRLLLLRRLR,0.0
LRLLLLRRLR,0,R|LRLLLLRRLR,0.0
LRLLLLRRRL,0,L|LRLLLLRRRL,0.0
LRLLLLRRRL,0,R|LRLLLLRRRL,0.0
LRLLLLRRRR,0,L|LRLLLLRRRR,0.0
LRLLLLRRRR,0,R|LRLLLLRRRR,0.0
LRLLLRLLLL,0,L|LRLLLRLLLL,0.0
LRLLLRLLLL,0,R|LRLLLRLLLL,0.0
LRLLLRLLLR,0,L|LRLLLRLLLR,0.0
LRLLLRLLLR,0,R|LRLLLRLLLR,0.0
LRLLLRLLRL,0,L|LRLLLRLLRL,0.0
LRLLLRLLRL,0,R|LRLLLRLLRL,0.0
LRLLLRLLRR,0,L|LRLLLRLLRR,0.0
LRLLLRLLRR,0,R|LRLLLRLLRR,0.0
LRLLLRLRLL,0,L|LRLLLRLRLL,0.0
LRLLLRLRLL,0,R|LRLLLRLRLL,0.0
LRLLLRLRLR,0,L|LRLLLRLRLR,0.0
LRLLLRLRLR,0,R|LRLLLRLRLR,0.0
LRLLLRLRRL,0,L|LRLLLRLRRL,0.0
LRLLLRLRRL,0,R|LRLLLRLRRL,0.0
LRLLLRLRRR,0,L|LRLLLRLRRR,0.0
LRLLLRLRRR,0,R|LRLLLRLRRR,0.0
LRLLLRRLLL,0,L|LRLLLRRLLL,0.0
LRLLLRRLLL,0,R|LRLLLRRLLL,0.0
LRLLLRRLLR,0,L|LRLLLRRLLR,0.0
LRLLLRRLLR,0,R|LRLLLRRLLR,0.0
LRLLLRRLRL,0,L|LRLLLRRLRL,0.0
LRLLLRRLRL,0,R|LRLLLRRLRL,0.0
LRLLLRRLRR,0,L|LRLLLRRLRR,0.0
LRLLLRRLRR,0,R|LRLLLRRLRR,0.0
LRLLLRRRLL,0,L|LRLLLRRRLL,0.0
LRLLLRRRLL,0,R|LRLLLRRRLL,0.0
LRLLLRRRLR,0,L|LRLLLRRRLR,0.0
LRLLLRRRLR,0,R|LRLLLRRRLR,0.0
LRLLLRRRRL,0,L|LRLLLRRRRL,0.0
LRLLLRRRRL,0,R|LRLLLRRRRL,0.0
LRLLLRRRRR,0,L|LRLLLRRRRR,0.0
LRLLLRRRRR,0,R|LRLLLRRRRR,0.0
LRLLRLLLLL,0,L|LRLLRLLLLL,0.0
LRLLRLLLLL,0,R|LRLLRLLLLL,0.0
LRLLRLLLLR,0,L|LRLLRLLLLR,0.0
LRLLRLLLLR,0,R|LRLLRLLLLR,0.0
LRLLRLLLRL,0,L|LRLLRLLLRL,0.0
LRLLRLLLRL,0,R|LRLLRLLLRL,0.0
LRLLRLLLRR,0,L|LRLLRLLLRR,0.0
LRLLRLLLRR,0,R|LRLLRLLLRR,0.0
LRLLRLLRLL,0,L|LRLLRLLRLL,0.0
LRLLRLLRLL,0,R|LRLLRLLRLL,0.0
LRLLRLLRLR,0,L|LRLLRLLRLR,0.0
LRLLRLLRLR,0,R|LRLLRLLRLR,0.0
LRLLRLLRRL,0,L|LRLLRLLRRL,0.0
LRLLRLLRRL,0,R|LRLLRLLRRL,0.0
LRLLRLLRRR,0,L|LRLLRLLRRR,0.0
LRLLRLLRRR,0,R|LRLLRLLRRR,0.0
LRLLRLRLLL,0,L|LRLLRLRLLL,0.0
LRLLRLRLLL,0,R|LRLLRLRLLL,0.0
LRLLRLRLLR,0,L|LRLLRLRLLR,0.0
LRLLRLRLLR,0,R|LRLLRLRLLR,0.0
LRLLRLRLRL,0,L|LRLLRLRLRL,0.0
LRLLRLRLRL,0,R|LRLLRLRLRL,0.0
LRLLRLRLRR,0,L|LRLLRLRLRR,0.0
LRLLRLRLRR,0,R|LRLLRLRLRR,0.0
LRLLRLRRLL,0,L|LRLLRLRRLL,0.0
LRLLRLRRLL,0,R|LRLLRLRRLL,0.0
LRLLRLRRLR,0,L|LRLLRLRRLR,0.0
LRLLRLRRLR,0,R|LRLLRLRRLR,0.0
LRLLRLRRRL,0,L|LRLLRLRRRL,0.0
LRLLRLRRRL,0,R|LRLLRLRRRL,0.0
LRLLRLRRRR,0,L|LRLLRLRRRR,0.0
LRLLRLRRRR,0,R|LRLLRLRRRR,0.0
LRLLRRLLLL,0,L|LRLLRRLLLL,0.0
LRLLRRLLLL,0,R|LRLLRRLLLL,0.0
LRLLRRLLLR,0,L|LRLLRRLLLR,0.0
LRLLRRLLLR,0,R|LRLLRRLLLR,0.0
LRLLRRLLRL,0,L|LRLLRRLLRL,0.0
LRLLRRLLRL,0,R|LRLLRRLLRL,0.0
LRLLRRLLRR,0,L|LRLLRRLLRR,0.0
LRLLRRLLRR,0,R|LRLLRRLLRR,0.0
LRLLRRLRLL,0,L|LRLLRRLRLL,0.0
LRLLRRLRLL,0,R|LRLLRRLRLL,0.0
LRLLRRLRLR,0,L|LRLLRRLRLR,0.0
LRLLRRLRLR,0,R|LRLLRRLRLR,0.0
LRLLRRLRRL,0,L|LRLLRRLRRL,0.0
LRLLRRLRRL,0,R|LRLLRRLRRL,0.0
LRLLRRLRRR,0,L|LRLLRRLRRR,0.0
LRLLRRLRRR,0,R|LRLLRRLRRR,0.0
LRLLRRRLLL,0,L|LRLLRRRLLL,0.0
LRLLRRRLLL,0,R|LRLLRRRLLL,0.0
LRLLRRRLLR,0,L|LRLLRRRLLR,0.0
LRLLRRRLLR,0,R|LRLLRRRLLR,0.0
LRLLRRRLRL,0,L|LRLLRRRLRL,0.0
LRLLRRRLRL,0,R|LRLLRRRLRL,0.0
LRLLRRRLRR,0,L|LRLLRRRLRR,0.0
LRLLRRRLRR,0,R|LRLLRRRLRR,0.0
LRLLRRRRLL,0,L|LRLLRRRRLL,0.0
LRLLRRRRLL,0,R|LRLLRRRRLL,0.0
LRLLRRRRLR,0,L|LRLLRRRRLR,0.0
LRLLRRRRLR,0,R|LRLLRRRRLR,0.0
LRLLRRRRRL,0,L|LRLLRRRRRL,0.0
LRLLRRRRRL,0,R|LRLLRRRRRL,0.0
LRLLRRRRRR,0,L|LRLLRRRRRR,0.0
LRLLRRRRRR,0,R|LRLLRRRRRR,0.0
LRLRLLLLLL,0,L|LRLRLLLLLL,0.0
LRLRLLLLLL,0,R|LRLRLLLLLL,0.0
LRLRLLLLLR,0,L|LRLRLLLLLR,0.0
LRLRLLLLLR,0,R|LRLRLLLLLR,0.0
LRLRLLLLRL,0,L|LRLRLLLLRL,0.0
LRLRLLLLRL,0,R|LRLRLLLLRL,0.0
LRLRLLLLRR,0,L|LRLRLLLLRR,0.0
LRLRLLLLRR,0,R|LRLRLLLLRR,0.0
LRLRLLLRLL,0,L|LRLRLLLRLL,0.0
LRLRLLLRLL,0,R|LRLRLLLRLL,0.0
LRLRLLLRLR,0,L|LRLRLLLRLR,0.0
LRLRLLLRLR,0,R|LRLRLLLRLR,0.0
LRLRLLLRRL,0,L|LRLRLLLRRL,0.0
LRLRLLLRRL,0,R|LRLRLLLRRL,0.0
LRLRLLLRRR,0,L|LRLRLLLRRR,0.0
LRLRLLLRRR,0,R|LRLRLLLRRR,0.0
LRLRLLRLLL,0,L|LRLRLLRLLL,0.0
LRLRLLRLLL,0,R|LRLRLLRLLL,0.0
LRLRLLRLLR,0,L|LRLRLLRLLR,0.0
LRLRLLRLLR,0,R|LRLRLLRLLR,0.0
LRLRLLRLRL,0,L|LRLRLLRLRL,0.0
LRLRLLRLRL,0,R|LRLRLLRLRL,0.0
LRLRLLRLRR,0,L|LRLRLLRLRR,0.0
LRLRLLRLRR,0,R|LRLRLLRLRR,0.0
LRLRLLRRLL,0,L|LRLRLLRRLL,0.0
LRLRLLRRLL,0,R|LRLRLLRRLL,0.0
LRLRLLRRLR,0,L|LRLRLLRRLR,0.0
LRLRLLRRLR,0,R|LRLRLLRRLR,0.0
LRLRLLRRRL,0,L|LRLRLLRRRL,0.0
LRLRLLRRRL,0,R|LRLRLLRRRL,0.0
LRLRLLRRRR,0,L|LRLRLLRRRR,0.0
LRLRLLRRRR,0,R|LRLRLLRRRR,0.0
LRLRLRLLLL,0,L|LRLRLRLLLL,0.0
LRLRLRLLLL,0,R|LRLRLRLLLL,0.0
LRLRLRLLLR,0,L|LRLRLRLLLR,0.0
LRLRLRLLLR,0,R|LRLRLRLLLR,0.0
LRLRLRLLRL,0,L|LRLRLRLLRL,0.0
LRLRLRLLRL,0,R|LRLRLRLLRL,0.0
LRLRLRLLRR,0,L|LRLRLRLLRR,0.0
LRLRLRLLRR,0,R|LRLRLRLLRR,0.0
LRLRLRLRLL,0,L|LRLRLRLRLL,0.0
LRLRLRLRLL,0,R|LRLRLRLRLL,0.0
LRLRLRLRLR,0,L|LRLRLRLRLR,0.0
LRLRLRLRLR,0,R|LRLRLRLRLR,0.0
LRLRLRLRRL,0,L|LRLRLRLRRL,0.0
LRLRLRLRRL,0,R|LRLRLRLRRL,0.0
LRLRLRLRRR,0,L|LRLRLRLRRR,0.0
LRLRLRLRRR,0,R|LRLRLRLRRR,0.0
LRLRLRRLLL,0,L|LRLRLRRLLL,0.0
LRLRLRRLLL,0,R|LRLRLRRLLL,0.0
LRLRLRRLLR,0,L|LRLRLRRLLR,0.0
LRLRLRRLLR,0,R|LRLRLRRLLR,0.0
LRLRLRRLRL,0,L|LRLRLRRLRL,0.0
LRLRLRRLRL,0,R|LRLRLRRLRL,0.0
LRLRLRRLRR,0,L|LRLRLRRLRR,0.0
LRLRLRRLRR,0,R|LRLRLRRLRR,0.0
LRLRLRRRLL,0,L|LRLRLRRRLL,0.0
LRLRLRRRLL,0,R|LRLRLRRRLL,0.0
LRLRLRRRLR,0,L|LRLRLRRRLR,0.0
LRLRLRRRLR,0,R|LRLRLRRRLR,0.0
LRLRLRRRRL,0,L|LRLRLRRRRL,0.0
LRLRLRRRRL,0,R|LRLRLRRRRL,0.0
LRLRLRRRRR,0,L|LRLRLRRRRR,0.0
LRLRLRRRRR,0,R|LRLRLRRRRR,0.0
LRLRRLLLLL,0,L|LRLRRLLLLL,0.0
LRLRRLLLLL,0,R|LRLRRLLLLL,0.0
LRLRRLLLLR,0,L|LRLRRLLLLR,0.0
LRLRRLLLLR,0,R|LRLRRLLLLR,0.0
LRLRRLLLRL,0,L|LRLRRLLLRL,0.0
LRLRRLLLRL,0,R|LRLRRLLLRL,0.0
LRLRRLLLRR,0,L|LRLRRLLLRR,0.0
LRLRRLLLRR,0,R|LRLRRLLLRR,0.0
LRLRRLLRLL,0,L|LRLRRLLRLL,0.0
LRLRRLLRLL,0,R|LRLRRLLRLL,0.0
LRLRRLLRLR,0,L|LRLRRLLRLR,0.0
LRLRRLLRLR,0,R|LRLRRLLRLR,0.0
LRLRRLLRRL,0,L|LRLRRLLRRL,0.0
LRLRRLLRRL,0,R|LRLRRLLRRL,0.0
LRLRRLLRRR,0,L|LRLRRLLRRR,0.0
LRLRRLLRRR,0,R|LRLRRLLRRR,0.0
LRLRRLRLLL,0,L|LRLRRLRLLL,0.0
LRLRRLRLLL,0,R|LRLRRLRLLL,0.0
LRLRRLRLLR,0,L|LRLRRLRLLR,0.0
LRLRRLRLLR,0,R|LRLRRLRLLR,0.0
LRLRRLRLRL,0,L|LRLRRLRLRL,0.0
LRLRRLRLRL,0,R|LRLRRLRLRL,0.0
LRLRRLRLRR,0,L|LRLRRLRLRR,0.0
LRLRRLRLRR,0,R|LRLRRLRLRR,0.0
LRLRRLRRLL,0,L|LRLRRLRRLL,0.0
LRLRRLRRLL,0,R|LRLRRLRRLL,0.0
LRLRRLRRLR,0,L|LRLRRLRRLR,0.0
LRLRRLRRLR,0,R|LRLRRLRRLR,0.0
LRLRRLRRRL,0,L|LRLRRLRRRL,0.0
LRLRRLRRRL,0,R|LRLRRLRRRL,0.0
LRLRRLRRRR,0,L|LRLRRLRRRR,0.0
LRLRRLRRRR,0,R|LRLRRLRRRR,0.0
LRLRRRLLLL,0,L|LRLRRRLLLL,0.0
LRLRRRLLLL,0,R|LRLRRRLLLL,0.0
LRLRRRLLLR,0,L|LRLRRRLLLR,0.0
LRLRRRLLLR,0,R|LRLRRRLLLR,0.0
LRLRRRLLRL,0,L|LRLRRRLLRL,0.0
LRLRRRLLRL,0,R|LRLRRRLLRL,0.0
LRLRRRLLRR,0,L|LRLRRRLLRR,0.0
LRLRRRLLRR,0,R|LRLRRRLLRR,0.0
LRLRRRLRLL,0,L|LRLRRRLRLL,0.0
LRLRRRLRLL,0,R|LRLRRRLRLL,0.0
LRLRRRLRLR,0,L|LRLRRRLRLR,0.0
LRLRRRLRLR,0,R|LRLRRRLRLR,0.0
LRLRRRLRRL,0,L|LRLRRRLRRL,0.0
LRLRRRLRRL,0,R|LRLRRRLRRL,0.0
LRLRRRLRRR,0,L|LRLRRRLRRR,0.0
LRLRRRLRRR,0,R|LRLRRRLRRR,0.0
LRLRRRRLLL,0,L|LRLRRRRLLL,0.0
LRLRRRRLLL,0,R|LRLRRRRLLL,0.0
LRLRRRRLLR,0,L|LRLRRRRLLR,0.0
LRLRRRRLLR,0,R|LRLRRRRLLR,0.0
LRLRRRRLRL,0,L|LRLRRRRLRL,0.0
LRLRRRRLRL,0,R|LRLRRRRLRL,0.0
LRLRRRRLRR,0,L|LRLRRRRLRR,0.0
LRLRRRRLRR,0,R|LRLRRRRLRR,0.0
LRLRRRRRLL,0,L|LRLRRRRRLL,0.0
LRLRRRRRLL,0,R|LRLRRRRRLL,0.0
LRLRRRRRLR,0,L|LRLRRRRRLR,0.0
LRLRRRRRLR,0,R|LRLRRRRRLR,0.0
LRLRRRRRRL,0,L|LRLRRRRRRL,0.0
LRLRRRRRRL,0,R|LRLRRRRRRL,0.0
LRLRRRRRRR,0,L|LRLRRRRRRR,0.0
LRLRRRRRRR,0,R|LRLRRRRRRR,0.0
LRRLLLLLLL,0,L|LRRLLLLLLL,0.0
LRRLLLLLLL,0,R|LRRLLLLLLL,0.0
LRRLLLLLLR,0,L|LRRLLLLLLR,0.0
LRRLLLLLLR,0,R|LRRLLLLLLR,0.0
LRRLLLLLRL,0,L|LRRLLLLLRL,0.0
LRRLLLLLRL,0,R|LRRLLLLLRL,0.0
LRRLLLLLRR,0,L|LRRLLLLLRR,0.0
LRRLLLLLRR,0,R|LRRLLLLLRR,0.0
LRRLLLLRLL,0,L|LRRLLLLRLL,0.0
LRRLLLLRLL,0,R|LRRLLLLRLL,0.0
LRRLLLLRLR,0,L|LRRLLLLRLR,0.0
LRRLLLLRLR,0,R|LRRLLLLRLR,0.0
LRRLLLLRRL,0,L|LRRLLLLRRL,0.0
LRRLLLLRRL,0,R|LRRLLLLRRL,0.0
LRRLLLLRRR,0,L|LRRLLLLRRR,0.0
LRRLLLLRRR,0,R|LRRLLLLRRR,0.0
LRRLLLRLLL,0,L|LRRLLLRLLL,0.0
LRRLLLRLLL,0,R|LRRLLLRLLL,0.0
LRRLLLRLLR,0,L|LRRLLLRLLR,0.0
LRRLLLRLLR,0,R|LRRLLLRLLR,0.0
LRRLLLRLRL,0,L|LRRLLLRLRL,0.0
LRRLLLRLRL,0,R|LRRLLLRLRL,0.0
LRRLLLRLRR,0,L|LRRLLLRLRR,0.0
LRRLLLRLRR,0,R|LRRLLLRLRR,0.0
LRRLLLRRLL,0,L|LRRLLLRRLL,0.0
LRRLLLRRLL,0,R|LRRLLLRRLL,0.0
LRRLLLRRLR,0,L|LRRLLLRRLR,0.0
LRRLLLRRLR,0,R|LRRLLLRRLR,0.0
LRRLLLRRRL,0,L|LRRLLLRRRL,0.0
LRRLLLRRRL,0,R|LRRLLLRRRL,0.0
LRRLLLRRRR,0,L|LRRLLLRRRR,0.0
LRRLLLRRRR,0,R|LRRLLLRRRR,0.0
LRRLLRLLLL,0,L|LRRLLRLLLL,0.0
LRRLLRLLLL,0,R|LRRLLRLLLL,0.0
LRRLLRLLLR,0,L|LRRLLRLLLR,0.0
LRRLLRLLLR,0,R|LRRLLRLLLR,0.0
LRRLLRLLRL,0,L|LRRLLRLLRL,0.0
LRRLLRLLRL,0,R|LRRLLRLLRL,0.0
LRRLLRLLRR,0,L|LRRLLRLLRR,0.0
LRRLLRLLRR,0,R|LRRLLRLLRR,0.0
LRRLLRLRLL,0,L|LRRLLRLRLL,0.0
LRRLLRLRLL,0,R|LRRLLRLRLL,0.0
LRRLLRLRLR,0,L|LRRLLRLRLR,0.0
LRRLLRLRLR,0,R|LRRLLRLRLR,0.0
LRRLLRLRRL,0,L|LRRLLRLRRL,0.0
LRRLLRLRRL,0,R|LRRLLRLRRL,0.0
LRRLLRLRRR,0,L|LRRLLRLRRR,0.0
LRRLLRLRRR,0,R|LRRLLRLRRR,0.0
LRRLLRRLLL,0,L|LRRLLRRLLL,0.0
LRRLLRRLLL,0,R|LRRLLRRLLL,0.0
LRRLLRRLLR,0,L|LRRLLRRLLR,0.0
LRRLLRRLLR,0,R|LRRLLRRLLR,0.0
LRRLLRRLRL,0,L|LRRLLRRLRL,0.0
LRRLLRRLRL,0,R|LRRLLRRLRL,0.0
LRRLLRRLRR,0,L|LRRLLRRLRR,0.0
LRRLLRRLRR,0,R|LRRLLRRLRR,0.0
LRRLLRRRLL,0,L|LRRLLRRRLL,0.0
LRRLLRRRLL,0,R|LRRLLRRRLL,0.0
LRRLLRRRLR,0,L|LRRLLRRRLR,0.0
LRRLLRRRLR,0,R|LRRLLRRRLR,0.0
LRRLLRRRRL,0,L|LRRLLRRRRL,0.0
LRRLLRRRRL,0,R|LRRLLRRRRL,0.0
LRRLLRRRRR,0,L|LRRLLRRRRR,0.0
LRRLLRRRRR,0,R|LRRLLRRRRR,0.0
LRRLRLLLLL,0,L|LRRLRLLLLL,0.0
LRRLRLLLLL,0,R|LRRLRLLLLL,0.0
LRRLRLLLLR,0,L|LRRLRLLLLR,0.0
LRRLRLLLLR,0,R|LRRLRLLLLR,0.0
LRRLRLLLRL,0,L|LRRLRLLLRL,0.0
LRRLRLLLRL,0,R|LRRLRLLLRL,0.0
LRRLRLLLRR,0,L|LRRLRLLLRR,0.0
LRRLRLLLRR,0,R|LRRLRLLLRR,0.0
LRRLRLLRLL,0,L|LRRLRLLRLL,0.0
LRRLRLLRLL,0,R|LRRLRLLRLL,0.0
LRRLRLLRLR,0,L|LRRLRLLRLR,0.0
LRRLRLLRLR,0,R|LRRLRLLRLR,0.0
LRRLRLLRRL,0,L|LRRLRLLRRL,0.0
LRRLRLLRRL,0,R|LRRLRLLRRL,0.0
LRRLRLLRRR,0,L|LRRLRLLRRR,0.0
LRRLRLLRRR,0,R|LRRLRLLRRR,0.0
LRRLRLRLLL,0,L|LRRLRLRLLL,0.0
LRRLRLRLLL,0,R|LRRLRLRLLL,0.0
LRRLRLRLLR,0,L|LRRLRLRLLR,0.0
LRRLRLRLLR,0,R|LRRLRLRLLR,0.0
LRRLRLRLRL,0,L|LRRLRLRLRL,0.0
LRRLRLRLRL,0,R|LRRLRLRLRL,0.0
LRRLRLRLRR,0,L|LRRLRLRLRR,0.0
LRRLRLRLRR,0,R|LRRLRLRLRR,0.0
LRRLRLRRLL,0,L|LRRLRLRRLL,0.0
LRRLRLRRLL,0,R|LRRLRLRRLL,0.0
LRRLRLRRLR,0,L|LRRLRLRRLR,0.0
LRRLRLRRLR,0,R|LRRLRLRRLR,0.0
LRRLRLRRRL,0,L|LRRLRLRRRL,0.0
LRRLRLRRRL,0,R|LRRLRLRRRL,0.0
LRRLRLRRRR,0,L|LRRLRLRRRR,0.0
LRRLRLRRRR,0,R|LRRLRLRRRR,0.0
LRRLRRLLLL,0,L|LRRLRRLLLL,0.0
LRRLRRLLLL,0,R|LRRLRRLLLL,0.0
LRRLRRLLLR,0,L|LRRLRRLLLR,0.0
LRRLRRLLLR,0,R|LRRLRRLLLR,0.0
LRRLRRLLRL,0,L|LRRLRRLLRL,0.0
LRRLRRLLRL,0,R|LRRLRRLLRL,0.0
LRRLRRLLRR,0,L|LRRLRRLLRR,0.0
LRRLRRLLRR,0,R|LRRLRRLLRR,0.0
LRRLRRLRLL,0,L|LRRLRRLRLL,0.0
LRRLRRLRLL,0,R|LRRLRRLRLL,0.0
LRRLRRLRLR,0,L|LRRLRRLRLR,0.0
LRRLRRLRLR,0,R|LRRLRRLRLR,0.0
LRRLRRLRRL,0,L|LRRLRRLRRL,0.0
LRRLRRLRRL,0,R|LRRLRRLRRL,0.0
LRRLRRLRRR,0,L|LRRLRRLRRR,0.0
LRRLRRLRRR,0,R|LRRLRRLRRR,0.0
LRRLRRRLLL,0,L|LRRLRRRLLL,0.0
LRRLRRRLLL,0,R|LRRLRRRLLL,0.0
LRRLRRRLLR,0,L|LRRLRRRLLR,0.0
LRRLRRRLLR,0,R|LRRLRRRLLR,0.0
LRRLRRRLRL,0,L|LRRLRRRLRL,0.0
LRRLRRRLRL,0,R|LRRLRRRLRL,0.0
LRRLRRRLRR,0,L|LRRLRRRLRR,0.0
LRRLRRRLRR,0,R|LRRLRRRLRR,0.0
LRRLRRRRLL,0,L|LRRLRRRRLL,0.0
LRRLRRRRLL,0,R|LRRLRRRRLL,0.0
LRRLRRRRLR,0,L|LRRLRRRRLR,0.0
LRRLRRRRLR,0,R|LRRLRRRRLR,0.0
LRRLRRRRRL,0,L|LRRLRRRRRL,0.0
LRRLRRRRRL,0,R|LRRLRRRRRL,0.0
LRRLRRRRRR,0,L|LRRLRRRRRR,0.0
LRRLRRRRRR,0,R|LRRLRRRRRR,0.0
LRRRLLLLLL,1,L|LRRRLLLLLL,1.0
LRRRLLLLLL,1,R|LRRRLLLLLL,0.0
LRRRLLLLLR,0,L|LRRRLLLLLR,0.0
LRRRLLLLLR,0,R|LRRRLLLLLR,0.0
LRRRLLLLRL,0,L|LRRRLLLLRL,0.0
LRRRLLLLRL,0,R|LRRRLLLLRL,0.0
LRRRLLLLRR,0,L|LRRRLLLLRR,0.0
LRRRLLLLRR,0,R|LRRRLLLLRR,0.0
LRRRLLLRLL,0,L|LRRRLLLRLL,0.0
LRRRLLLRLL,0,R|LRRRLLLRLL,0.0
LRRRLLLRLR,0,L|LRRRLLLRLR,0.0
LRRRLLLRLR,0,R|LRRRLLLRLR,0.0
LRRRLLLRRL,0,L|LRRRLLLRRL,0.0
LRRRLLLRRL,0,R|LRRRLLLRRL,0.0
LRRRLLLRRR,0,L|LRRRLLLRRR,0.0
LRRRLLLRRR,0,R|LRRRLLLRRR,0.0
LRRRLLRLLL,0,L|LRRRLLRLLL,0.0
LRRRLLRLLL,0,R|LRRRLLRLLL,0.0
LRRRLLRLLR,0,L|LRRRLLRLLR,0.0
LRRRLLRLLR,0,R|LRRRLLRLLR,0.0
LRRRLLRLRL,0,L|LRRRLLRLRL,0.0
LRRRLLRLRL,0,R|LRRRLLRLRL,0.0
LRRRLLRLRR,0,L|LRRRLLRLRR,0.0
LRRRLLRLRR,0,R|LRRRLLRLRR,0.0
LRRRLLRRLL,0,L|LRRRLLRRLL,0.0
LRRRLLRRLL,0,R|LRRRLLRRLL,0.0
LRRRLLRRLR,0,L|LRRRLLRRLR,0.0
LRRRLLRRLR,0,R|LRRRLLRRLR,0.0
LRRRLLRRRL,0,L|LRRRLLRRRL,0.0
LRRRLLRRRL,0,R|LRRRLLRRRL,0.0
LRRRLLRRRR,0,L|LRRRLLRRRR,0.0
LRRRLLRRRR,0,R|LRRRLLRRRR,0.0
LRRRLRLLLL,0,L|LRRRLRLLLL,0.0
LRRRLRLLLL,0,R|LRRRLRLLLL,0.0
LRRRLRLLLR,0,L|LRRRLRLLLR,0.0
LRRRLRLLLR,0,R|LRRRLRLLLR,0.0
LRRRLRLLRL,0,L|LRRRLRLLRL,0.0
LRRRLRLLRL,0,R|LRRRLRLLRL,0.0
LRRRLRLLRR,0,L|LRRRLRLLRR,0.0
LRRRLRLLRR,0,R|LRRRLRLLRR,0.0
LRRRLRLRLL,0,L|LRRRLRLRLL,0.0
LRRRLRLRLL,0,R|LRRRLRLRLL,0.0
LRRRLRLRLR,0,L|LRRRLRLRLR,0.0
LRRRLRLRLR,0,R|LRRRLRLRLR,0.0
LRRRLRLRRL,0,L|LRRRLRLRRL,0.0
LRRRLRLRRL,0,R|LRRRLRLRRL,0.0
LRRRLRLRRR,0,L|LRRRLRLRRR,0.0
LRRRLRLRRR,0,R|LRRRLRLRRR,0.0
LRRRLRRLLL,0,L|LRRRLRRLLL,0.0
LRRRLRRLLL,0,R|LRRRLRRLLL,0.0
LRRRLRRLLR,0,L|LRRRLRRLLR,0.0
LRRRLRRLLR,0,R|LRRRLRRLLR,0.0
LRRRLRRLRL,0,L|LRRRLRRLRL,0.0
LRRRLRRLRL,0,R|LRRRLRRLRL,0.0
LRRRLRRLRR,0,L|LRRRLRRLRR,0.0
LRRRLRRLRR,0,R|LRRRLRRLRR,0.0
LRRRLRRRLL,0,L|LRRRLRRRLL,0.0
LRRRLRRRLL,0,R|LRRRLRRRLL,0.0
LRRRLRRRLR,0,L|LRRRLRRRLR,0.0
LRRRLRRRLR,0,R|LRRRLRRRLR,0.0
LRRRLRRRRL,0,L|LRRRLRRRRL,0.0
LRRRLRRRRL,0,R|LRRRLRRRRL,0.0
LRRRLRRRRR,0,L|LRRRLRRRRR,0.0
LRRRLRRRRR,0,R|LRRRLRRRRR,0.0
